"Operadora";"Acre";"Alagoas";"Amap�";"Amazonas";"Bahia";"Cear�";"Distrito Federal";"Esp�rito Santo";"Goi�s";"Maranh�o";"Mato Grosso";"Mato Grosso do Sul";"Minas Gerais";"Par�";"Para�ba";"Paran�";"Pernambuco";"Piau�";"Rio de Janeiro";"Rio Grande do Norte";"Rio Grande do Sul";"Rond�nia";"Roraima";"Santa Catarina";"S�o Paulo";"Sergipe";"Tocantins";"Total"
"320820-CAIXA DE ASSIST�NCIA SISTEMA SA�DE INTEGRAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"320838-UNIMED INTRAFEDERATIVA FEDERA��O REGIONAL S";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"320862-UNIMED DE PARANAVA� COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"320897-UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"321044-UNIMED JOAO PESSOA - COOPERATIVA DE TRABALH";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"321087-UNIMED MARQUES DE VALEN�A COOPERATIVA DE TR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"321125-UNIODONTO MACEI� COOPERATIVA ODONTOL�GICA";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"321273-UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"321320-IRMANDADE DA SANTA CASA DE MISERIC�RDIA E M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"321338-AMERON - ASSIST�NCIA M�DICA ROND�NIA S/A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"321931-CONFER�NCIA S�O JOS� DO AVA�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"321958-UNIMED DO CEAR� - FEDERA��O DAS SOCIEDADES";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"322326-ASSOCIA��O BENEFICENTE CAT�LICA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"322571-UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"322831-UNIMED ITAJUBA COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"322890-DENTALPAR ASSIST�NCIA ODONTOL�GICA EMPRESAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"323004-UNIMED DE PENAPOLIS - COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"323055-UNIMED NORTE PAULISTA - COOPERATIVA DE TRAB";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"323080-GEAP AUTOGEST�O EM SA�DE";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"323268-UNIMED VALE DO S�O FRANCISCO COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"323357-UNIMED CABO FRIO COOPERATIVA TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"323926-UNIMED S�O JO�O DEL REI - COOPERATIVA DE TR";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"323942-FUNDA��O FILANTR�PICA E BENEFICENTE DE SA�D";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"323993-UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALH";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"324159-UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"324175-UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"324213-UNIMED NORTE/NORDESTE-FEDERA��O INTERFEDERA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"324299-PLAMER PLANO MEDICO RESENDE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"324345-UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA D";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"324361-CAIXA DE ASSIST�NCIA � SA�DE - CABERJ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"324477-CAIXA DE PREVID�NCIA E ASSIST�NCIA DOS SERV";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"324493-S.P.A SAUDE- SISTEMA DE PROMO��O ASSISTENCI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"324523-UNIMED PARAIBA - FEDERA�AO DAS SOCIEDADES C";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"324566-UNIMED DE CATAL�O COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"324710-SERVI�O DE ASSIST�NCIA ODONTOL�GICA SOCIAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"324892-CETESB - COMPANHIA AMBIENTAL DO ESTADO DE S";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"325031-UNIMED DE LEN�OIS PAULISTA - COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"325082-UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRA";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"325236-ASSIST�NCIA M�DICA S�O MIGUEL LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"325465-AMPARA ASSIST�NCIA M�DICA PARA�SO LTDA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"325571-UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSIS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"326305-AMIL ASSIST�NCIA M�DICA INTERNACIONAL S.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"326500-SOBAM CENTRO M�DICO HOSPITALAR S.A.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"326755-ASSOCIA��O EVANGELICA BENEFICENTE DE LONDRI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"326861-PROM�DICA - PROTE��O MEDICA A EMPRESAS S.A.";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327093-UNIODONTO BEBEDOURO - COOPERATIVA ODONTOL�G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"327328-CASA DE SA�DE NOSSA SENHORA DE F�TIMA  LTDA";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327352-UNIMED S�O SEBASTI�O DO PARA�SO COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327417-AUSTACLINICAS ASSIST�NCIA M�DICA E HOSPITAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"327441-UNIODONTO SUDESTE MINEIRO COOPERATIVA DE SA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327468-UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"327557-CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"327638-UNIMED S�O JO�O NEPOMUCENO COOPERATIVA DE T";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327689-UNIMED MACEIO COOPERATIVA DE TRABALHO M�DIC";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"327867-DENTI��O CONV�NIOS ODONTOL�GICOS LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"328031-UNIMED FEDERA�AO DO ESTADO DO MATO GROSSO";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"328294-UNIMED NORDESTE PAULISTA - FED. INTRAFEDERA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"328308-UNIMED DE MOCOCA COOPERATIVA DE TRAB. M�DIC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"328375-UNIMED REGI�O DA FRONTEIRA - RS COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"328537-MED-TOUR ADMINISTRADORA DE BENEF�CIOS E EMP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"329282-INDUSTRIAS NUCLEARES DO BRASIL S/A - INB";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"329339-UNIMED DE CRICI�MA COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"329355-IRMANDADE DE MISERICORDIA DE PORTO FERREIRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"329665-FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPI";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"329886-UNIMED DE JABOTICABAL COOP. DE TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"329967-MATTOS ODONTOLOGIA LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"330051-COMPANHIA DE ENGENHARIA DE TRAFEGO - CET";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"330108-UNIMED CURVELO COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"330116-SANTA CASA DE MISERIC�RDIA DE VOTUPORANGA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"330264-UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"330281-ASSOCIA��O DOS AUDITORES FISCAIS DO ESTADO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"330566-UNIMED RESENDE COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"330809-FUNDA��O DE SEGURIDADE SOCIAL DA ARCELORMIT";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"330892-ASSOCIA��O SA�DE CONCEI��O";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"331104-UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOG";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"331317-REAL GRANDEZA - FUNDA��O DE PREVID�NCIA E A";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"331341-UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"331651-UNIMED ARAX� COOPERATIVA DE TRABALHO M�DICO";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"331872-UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"331988-PASA - PLANO DE ASSISTENCIA A SAUDE DO APOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"333051-UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"333239-SISTEMA PREVSAUDE DENTAL LTDA";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"333620-DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTD";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"333662-UNIMED DE DOURADOS COOPERATIVA DE TRABALHO";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"333689-MEDISERVICE OPERADORA DE PLANOS DE SA�DE S.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"333808-IRMANDADE DE MISERIC�RDIA DO HOSPITAL DA SA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"333867-ASSOCIA�AO UNISAUDE MARAU";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"333875-IRMANDADE DA SANTA CASA DE MISERIC�RDIA DE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"334154-UNIMED DE CA�APAVA - COOPERATIVA DE TRABALH";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"334189-COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"334243-UNIODONTO DE SOROCABA COOPERATIVA ODONTOL�G";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"334511-UNIMED VALE DO PARA�BA - FEDERA��O INTRAFED";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"334561-UNIMED BLUMENAU - COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"334847-UNIMED DE JATA� COOPERATIVA DE TRABALHO M�D";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"335100-UNIMED SAO JOS� DO RIO PRETO - COOP. DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"335215-UNIMED ARARUAMA COOPERATIVA DE TRABALHO M�D";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"335258-UNIODONTO DE FORTALEZA COOPERATIVA DE TRABA";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"335479-UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"335517-UNIMED ITABIRA COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"335525-UNIODONTO S�O CARLOS -  COOPERATIVA ODONTOL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"335541-UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"335592-UNIMED NATAL SOC. COOP. DE TRAB. M�DICO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"335614-SAMEDIL SERVI�OS DE ATENDIMENTO M�DICO S/A";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"335657-ADVANCE PLANOS DE SA�DE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"335690-UNIMED CAMPINAS - COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"335754-ASSOCIA��O DOS SERVIDORES FISCAIS DO ESTADO";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"335789-CAIXA DE ASSIST�NCIA DOS EMPREGADOS DO BANE";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"336017-UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIV";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"336025-UNIODONTO DE RONDONIA COOPERATIVA LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"336106-UNIMED DE MARILIA COOPERATIVA DE TRABALHO M";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"336238-UNIODONTO DE MONTE ALTO COOPERATIVA ODONTOL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"336467-UNIMED PATOS - COOPERATIVA DE TRABALHO M�DI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"336831-IRMANDADE SANTA CASA DE MISERIC�RDIA DE MAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"336858-UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"336874-ATEMDE ODONTO SA�DE CLUBE DE BENEF�CIOS";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"337188-COOPERATIVA DE TRABALHO M�DICO DE POUSO ALE";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"337374-UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"337498-UNIMED TR�S RIOS COOPERATIVA DE TRABALHO M�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"337561-UNIMED VALE DO CARANGOLA COOPERATIVA DE TRA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"337668-UNIMED SERGIPE - COOPERATIVA DE TRABALHO M�";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"337871-UNIMED RIO BRANCO COOPERATIVA DE TRABALHO M";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"338346-SULMED - ASSIST�NCIA M�DICA LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"338648-FUNDA��O SANEPAR DE ASSIST�NCIA SOCIAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"339270-CELULOSE NIPO-BRASILEIRA S/A - CENIBRA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"339458-DENTAL CENTER LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
"339636-FUNDA��O DE ASSIST�NCIA E PREVID�NCIA SOCIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"339679-UNIMED NACIONAL - COOPERATIVA CENTRAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"339954-FUNDA��O S�O FRANCISCO XAVIER";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"340120-UNIODONTO ATHENAS PAULISTA - COOPERATIVA OD";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"340162-SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"340251-UNIMED EXTREMO OESTE CATARINENSE COOPERATIV";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"340782-CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"340952-UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"341819-UNIMED ALTO PARANAIBA COOPERATIVA DE TRABAL";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"341894-UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA OD";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"341941-HOSPITAL DE PRONTOCLINICA LTDA.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"342033-SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342084-UNIMED CUIABA COOPERATIVA DE TRABALHO M�DIC";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342131-UNIMED VILHENA - COOPERATIVA DE TRABALHO ME";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"342157-UNIMED MORRINHOS COOPERATIVA DE TRABALHO ME";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342203-UNIODONTO DE SC COOPERATIVA ADMINISTRADORA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"342335-COOPERATIVA ODONTOL�GICA DE GARANHUNS E AGR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"342343-UNIMED DE PINDAMONHANGABA - COOPERATIVA TRA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"342386-UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342556-ASSOCIA��O DR. BARTHOLOMEU TACCHINI";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"342611-ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"342807-SANTA CASA DE MISERIC�RDIA DE JUIZ DE FORA";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"342955-HSMED SAUDE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"343056-UNIODONTO JACARE� COOPERATIVA ODONTOL�GICA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"343064-GARANTIA DE SA�DE LTDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"343129-ASSOCIACAO DOS PROFESSORES UNIVERSIT�RIOS D";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
