NCTId;Sponsor;Place;City/state
NCT04738487;Merck Sharp & Dohme LLC;Instituto Nacional de Câncer José Alencar Gomes da Silva - INCA ( Site 0204);Rio de Janeiro
NCT04738487;Merck Sharp & Dohme LLC;ICESP - INSTITUTO DO CÂNCER DO ESTADO DE SÃO PAULO-Pesquisa Clinica ( Site 0200);São Paulo
NCT04738487;Merck Sharp & Dohme LLC;Núcleo de Pesquisa Clínica da Rede São Camilo ( Site 0207);São Paulo
NCT00119678;Bristol-Myers Squibb;Local Institution;Goiânia
NCT00119678;Bristol-Myers Squibb;Local Institution;Curitiba
NCT00119678;Bristol-Myers Squibb;Local Institution;Rio de Janeiro - Rj
NCT00119678;Bristol-Myers Squibb;Local Institution;Campinas
NCT00119678;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00119678;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00119678;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00119678;Bristol-Myers Squibb;Local Institution;São Paulo
NCT00106808;Bristol-Myers Squibb;Local Institution;B. Rodolfo Teofilo
NCT00106808;Bristol-Myers Squibb;Local Institution;Porto Alegre
NCT00106808;Bristol-Myers Squibb;Local Institution;Cerq. Cesar
NCT00106808;Bristol-Myers Squibb;Local Institution;Guama
NCT00106808;Bristol-Myers Squibb;Local Institution;Paulistânia
NCT00106808;Bristol-Myers Squibb;Local Institution;Rua Maestro
NCT00106808;Bristol-Myers Squibb;Local Institution;Ruo Maestro Cardim
NCT00106808;Bristol-Myers Squibb;Local Institution;Vila Mariana
NCT00308308;Mannkind Corporation;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT00308308;Mannkind Corporation;Hospital Sao Lucas da PUCRS;Porto Alegre
NCT00308308;Mannkind Corporation;CPClin-Centro de Pesquisas Clinicas;São Paulo
NCT00308308;Mannkind Corporation;Universidade Estabual de Maringa;Maringa Parana
NCT00308308;Mannkind Corporation;Nucleo de Medicina Integrada;Mogi das Cruzes
NCT00308308;Mannkind Corporation;Instituto Estadual De Diabetes e Endocrinologia Luis Capriglione;Rio de Janeiro
NCT00308308;Mannkind Corporation;Ccbr Brasil Centro de Analises e Pesquisas Clinicas Ltda;Rio de Janeiro
NCT00308308;Mannkind Corporation;Hospital Guilherme Alvaro;Santos
NCT00308308;Mannkind Corporation;Centro de Diabetes/UNIFESP-EPM;São Paulo
NCT00308308;Mannkind Corporation;Blumenau Servicos Medicos S/C Ltda;São Paulo
NCT00308308;Mannkind Corporation;Instituto de Pesquisa Clinica e Medicina Avancada;São Paulo
NCT02715817;Federal University of Bahia;Complex Hospital Professor Edgard Santos, Federal University of Bahia;Salvador
NCT02860689;Universidade Federal de Pernambuco;Josepha Karinne de Oliveira Ferro;Recife
NCT03485352;Federal University of Uberlandia;Cibele Aparecida Crispim;Uberlândia
NCT01037049;Royal Marsden NHS Foundation Trust;Hospital Alemão Oswaldo Cruz;São Paulo
NCT04122976;Bayer;Many Locations;Multiple Locations
NCT02880917;Hospital de Clinicas de Porto Alegre;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT05354817;Instituto do Cancer do Estado de São Paulo;ICESP;São Paulo
NCT00875212;Federal University of Paraíba;Health Science Centre at the Federal University of Paraiba;João Pessoa
NCT01475812;Federal University of São Paulo;Federal University of São Paulo;São Paulo
NCT01391819;GlaxoSmithKline;GSK Investigational Site;Fortaleza
NCT03656419;University of Nove de Julho;University of Nove de Julho;São Paulo
NCT04874012;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas;Porto Alegre
NCT01461330;Hospital de Clinicas de Porto Alegre;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT01651819;Hospital Universitário Professor Edgard Santos;Hospital Universitário Prof. Edgard Santos;Salvador
NCT05352919;Biogen;HUWC - UFC - Hospital Universitário Walter Cantídio - Universidade Federal do Ceará;Fortaleza
NCT05352919;Biogen;Clínica SER da Bahia;Salvador
NCT05352919;Biogen;L2IP - Instituto de Pesquisas Clínicas Ltda.;Brasília
NCT05352919;Biogen;IPC MT Instituto de Pesquisas Clinicas do Mato Grosso;Santo Ângelo
NCT05352919;Biogen;Santa Casa de Misericordia de Belo Horizonte;Belo Horizonte
NCT05352919;Biogen;CMiP - Centro Mineiro de Pesquisa;Juiz de Fora
NCT05352919;Biogen;CETI - Centro de Estudos em Terapias Inovadoras Ltda.;Curitiba
NCT05352919;Biogen;LMK Serviços Médicos S/S Ltda;Porto Alegre
NCT05352919;Biogen;Fundacao Faculdade Regional de Medicina de Sao Jose do Rio Preto;Sao Jose Rio Preto
NCT05352919;Biogen;Centro Multidisciplinar de Estudos Clínicos - CEMEC;São Bernardo do Campo
NCT05352919;Biogen;CEPIC - Centro Paulista de Investigação Clínica e Serviços Médicos;São Paulo
NCT03186963;University of Sao Paulo;Institute of Orthopedics and Traumatology - University of Sao Paulo;São Paulo
NCT05101187;F2G Biotech GmbH;Hospital Felício Rocho;Belo Horizonte
NCT05101187;F2G Biotech GmbH;Santa Casa de Misericórdia de Belo Horizonte;Belo Horizonte
NCT05101187;F2G Biotech GmbH;Santa Casa de Misericórdia de Passos;Passos
NCT05101187;F2G Biotech GmbH;Hospital Erasto Gaertner - Liga Paranaense de Combate ao Câncer;Curitiba
NCT05101187;F2G Biotech GmbH;Irmandade da Santa Casa de Misericórdia de Porto Alegre;Porto Alegre
NCT05101187;F2G Biotech GmbH;Hospital de Clínicas de Porto Alegre;Porto Alegre
NCT05101187;F2G Biotech GmbH;Hospital São Lucas da PUCRS;Porto Alegre
NCT05101187;F2G Biotech GmbH;Hospital da Universidade Federal de Santa Maria CEP/UFSM;Santa Maria
NCT01207284;University of Sao Paulo General Hospital;Department of Speech, Physical Therapy and Occupational Therapy;São Paulo
NCT06404333;University of Oxford;Fundação de Dermatologia Tropical e Venereologia Alfredo da Matta (FUAM);Manaus
NCT02030652;Hospital Israelita Albert Einstein;Hospital Israelita Albert Einstein;São Paulo
NCT04973449;AstraZeneca;Research Site;Brasília
NCT04973449;AstraZeneca;Research Site;Curitiba
NCT04973449;AstraZeneca;Research Site;Natal
NCT04973449;AstraZeneca;Research Site;Natal
NCT04973449;AstraZeneca;Research Site;Porto Alegre
NCT04973449;AstraZeneca;Research Site;Salvador
NCT04669015;Genova Inc.;HCPA- Hospital de Clínicas de Porto Alegre;Alegre
NCT04669015;Genova Inc.;Fundação PIO XII Hospital de Amor de Barretos;Barretos
NCT04669015;Genova Inc.;Hospital Casa de Saúde Vera Cruz (Coordenador);Campinas
NCT04669015;Genova Inc.;Hospital São José;Criciúma
NCT04669015;Genova Inc.;Hospital das Clínicas UFG;Goiânia
NCT04669015;Genova Inc.;Hospital Geral Prof. Dr. Waldemar de Carvalho Pinto Filho de Guarulhos - BR TRIALS;Guarulhos
NCT04669015;Genova Inc.;Hospital Felício Rocho;Horizonte
NCT04669015;Genova Inc.;Centro de Pesquisas Clínicas da Fundação Doutor Amaral Carvalho;Jaú
NCT04669015;Genova Inc.;CePCLIN - Centro de Estudos e Pesquisas em Moléstias Infecciosas;Natal
NCT04669015;Genova Inc.;Hospital São Luiz de Jabaquara;Porto Alegre
NCT04669015;Genova Inc.;Santa Casa de Misericórdia de Porto Alegre;Porto Alegre
NCT04669015;Genova Inc.;Hospital 9 de Julho;São Paulo
NCT04669015;Genova Inc.;Hospital São Luiz de Jabaquara;São Paulo
NCT04669015;Genova Inc.;Instituto de Moléstias Cardiovalsculares Tatuí Ltda;Tatuí
NCT04669015;Genova Inc.;Lobus Centro de Pesquisa;Volta Redonda
NCT04669015;Genova Inc.;Lóbus Centro de Pesquisa Clínica;Volta Redonda
NCT04352543;Universidade Federal de Goias;UFG;Jatai
NCT01502215;University of Sao Paulo;Instituto do Cancer do Estado de Sao Paulo;São Paulo
NCT02433964;Universidade do Vale do Paraíba;Lasertherapy and Photobiology Center;São José dos Campos
NCT01376804;Hoffmann-La Roche;Universidade Federal de Sao Paulo - UNIFESP;São Paulo
NCT06073678;University of Sao Paulo;Bauru School of Dentistry;Bauru
NCT03662126;Kartos Therapeutics, Inc.;Centro de oncologia Leonardo da Vinci;Fortaleza
NCT03662126;Kartos Therapeutics, Inc.;Hospital Erasto Gaertner;Curitiba
NCT03662126;Kartos Therapeutics, Inc.;UNICAMP - Universidade Estadual de Campinas Hemocentro;Campinas
NCT03662126;Kartos Therapeutics, Inc.;Hospital das Clínicas UFG;Goiânia
NCT03662126;Kartos Therapeutics, Inc.;Fundacao Doutor Amaral Carvalho;Jaú
NCT03662126;Kartos Therapeutics, Inc.;Hospital de Clinicas de Porto Alegre - Centro de Pesquisa Clinica;Porto Alegre
NCT03662126;Kartos Therapeutics, Inc.;Associação Educadora São Carlos AESC - Hospital Mãe de Deus - Centro de Pesquisa;Porto Alegre
NCT03662126;Kartos Therapeutics, Inc.;Instituto de Ensino e Pesquisa São Lucas;São Paulo
NCT03662126;Kartos Therapeutics, Inc.;Hospital A C Camargo - Fundacao Antonio Prudente;São Paulo
NCT03662126;Kartos Therapeutics, Inc.;Instituto D'or de Pesquisa e Ensino;São Paulo
NCT03662126;Kartos Therapeutics, Inc.;Hospital das Clínicas da Universidade de São Paulo;São Paulo
NCT03662126;Kartos Therapeutics, Inc.;Instituto COI São Paulo;São Paulo
NCT01673867;Bristol-Myers Squibb;Local Institution - 0056;Fortaleza
NCT01673867;Bristol-Myers Squibb;Local Institution - 0054;Salvador
NCT01673867;Bristol-Myers Squibb;Local Institution - 0053;Porto Alegre
NCT01673867;Bristol-Myers Squibb;Local Institution - 0055;Porto Alegre
NCT01673867;Bristol-Myers Squibb;Local Institution - 0052;Barretos
NCT01673867;Bristol-Myers Squibb;Local Institution - 0051;Rio de Janeiro
NCT00309244;Mannkind Corporation;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT00309244;Mannkind Corporation;Hospital Sao Lucas da PUCRS;Porto Alegre
NCT00309244;Mannkind Corporation;CPClin-Centro de Pesquisas Clinicas;São Paulo
NCT00309244;Mannkind Corporation;Universidade Estabual de Maringa;Maringa Parana
NCT00309244;Mannkind Corporation;Nucleo de Medicina Integrada;Mogi das Cruzes
NCT00309244;Mannkind Corporation;Instituto Estadual De Diabetes e Endocrinologia Luis Capriglione;Rio de Janeiro
NCT00309244;Mannkind Corporation;Ccbr Brasil Centro de Analises e Pesquisas Clinicas Ltda;Rio de Janeiro
NCT00309244;Mannkind Corporation;Hospital Guilherme Alvaro;Santos
NCT00309244;Mannkind Corporation;Hospital do Rim e Hipertensao;São Paulo
NCT00309244;Mannkind Corporation;Instituto da Saude e Bem Estar da Mulher;São Paulo
NCT00309244;Mannkind Corporation;Blumenau Servicos Medicos S/C Ltda;São Paulo
NCT00309244;Mannkind Corporation;Centro de Pesquisa Clinica e Medicina Avancada;São Paulo
NCT04247893;University of Nove de Julho;University of Nove de Julho;São Paulo
NCT05413993;University of Nove de Julho;Nove de Julho Univ;São Paulo
NCT04469621;Sanofi;Investigational Site Number 0760003;Porto Alegre
NCT04469621;Sanofi;Investigational Site Number 0760001;São José do Rio Preto
NCT04469621;Sanofi;Investigational Site Number 0760002;São Paulo
NCT04167358;GlaxoSmithKline;GSK Investigational Site;Porto Alegre
NCT04167358;GlaxoSmithKline;GSK Investigational Site;Botucatu
NCT04167358;GlaxoSmithKline;GSK Investigational Site;Brasília
NCT04167358;GlaxoSmithKline;GSK Investigational Site;Salvador
NCT04629248;Hoffmann-La Roche;Ser Servicos Especializados Em Reumatologia;Salvador
NCT04629248;Hoffmann-La Roche;Hospital de Base de Sao Jose do Rio Preto;São José do Rio Preto
NCT04629248;Hoffmann-La Roche;Hospital do Rim e Hipertensão - Fundação Oswaldo Ramos;São Paulo
NCT04629248;Hoffmann-La Roche;Hospital das Clinicas - FMUSP;São Paulo
NCT04697615;São Paulo State University;University of Sao Paulo State;Presidente Prudente
NCT01196611;Federal University of São Paulo;Universidade Federal de Sao Paulo;São Paulo
NCT02555878;Janssen Research & Development, LLC;;Barretos
NCT02555878;Janssen Research & Development, LLC;;Caxias do Sul
NCT02555878;Janssen Research & Development, LLC;;Curitiba
NCT02555878;Janssen Research & Development, LLC;;Itajaí
NCT02555878;Janssen Research & Development, LLC;;Lajeado
NCT02555878;Janssen Research & Development, LLC;;Londrina
NCT02555878;Janssen Research & Development, LLC;;Mogi das Cruzes
NCT02555878;Janssen Research & Development, LLC;;Porto Alegre
NCT02555878;Janssen Research & Development, LLC;, Porto Alegre;Rs
NCT02555878;Janssen Research & Development, LLC;;Rio de Janeiro
NCT02555878;Janssen Research & Development, LLC;;Santo André
NCT02555878;Janssen Research & Development, LLC;;São José do Rio Preto
NCT02555878;Janssen Research & Development, LLC;;São Paulo
NCT02555878;Janssen Research & Development, LLC;;Sorocaba
NCT06420011;AstraZeneca;Research Site;Joinville
NCT06420011;AstraZeneca;Research Site;Porto Alegre
NCT03883763;Cristália Produtos Químicos Farmacêuticos Ltda.;CEPEC;São Luís
NCT04393038;Abivax S.A.;Fundacao de Medicina Tropical Doutor Heitor Vieira Dourado - Instituto de Pesquisa Clínica Carlos Borborema;Manaus
NCT04393038;Abivax S.A.;Centro Oncológico de Roraima - CECOR - NAP;Boa Vista
NCT04393038;Abivax S.A.;Hospital das Clinicas da FMUSP;São Paulo
NCT04393038;Abivax S.A.;Instituto Nacional de Infectologia Evandro Chagas - FIOCRUZ Rio de Janeiro;Rio de Janeiro
NCT04393038;Abivax S.A.;Conjunto Hospitalar do Mandaqui;São Paulo
NCT03979755;University of Sao Paulo;University of São Paulo;Ribeirão Preto
NCT03373526;Daniel Godoy Martinez;University Hospital-EBSERH;Juiz de Fora
NCT00774930;Ipsen;Biocancer - Centro de Pesquisa e Tratamento do Câncer;Belo Horizonte
NCT00774930;Ipsen;Hospital LifeCenter;Belo Horizonte
NCT00774930;Ipsen;Oxion Medicina Oncológica;Belo Horizonte
NCT00774930;Ipsen;Hospital Universitário de Brasilia;Brasília
NCT00774930;Ipsen;Hospital Erasto Gaertner;Curitiba
NCT00774930;Ipsen;Irmandade da Santa Casa de Misericórdia de Porto Alegre;Porto Alegre
NCT00774930;Ipsen;Hospital de Base de São José do Rio Preto;São José do Rio Preto
NCT01489111;Novo Nordisk A/S;Novo Nordisk Investigational Site;Campinas
NCT00611364;Universidade Federal de Goias;Liga de Hipertensão Arterial da Universidade Federal de Goiás;Goiânia
NCT03111199;Wouber Hérickson de Brito Vieira;Federal University of Rio Grande do Norte;Natal
NCT01724021;Hoffmann-La Roche;;Belo Horizonte
NCT01724021;Hoffmann-La Roche;;Juiz de Fora
NCT01724021;Hoffmann-La Roche;;Varginha
NCT01724021;Hoffmann-La Roche;;Curitiba
NCT01724021;Hoffmann-La Roche;;Londrina
NCT01724021;Hoffmann-La Roche;;Recife
NCT01724021;Hoffmann-La Roche;;Caxias do Sul
NCT01724021;Hoffmann-La Roche;;Novo Hamburgo
NCT01724021;Hoffmann-La Roche;;Santa Maria
NCT01724021;Hoffmann-La Roche;;Santo André
NCT01724021;Hoffmann-La Roche;;São José do Rio Preto
NCT06020014;AstraZeneca;Research Site;Barretos
NCT06020014;AstraZeneca;Research Site;Blumenau
NCT06020014;AstraZeneca;Research Site;Campinas
NCT06020014;AstraZeneca;Research Site;Campinas
NCT06020014;AstraZeneca;Research Site;Porto Alegre
NCT06020014;AstraZeneca;Research Site;Porto Alegre
NCT06020014;AstraZeneca;Research Site;São Bernardo do Campo
NCT06020014;AstraZeneca;Research Site;São Bernardo do Campo
NCT06020014;AstraZeneca;Research Site;São José do Rio Preto
NCT02390206;Ipsen;Hospital Bettina Ferro de Souza Campus IV da Universidade Federal do Pará;Belém
NCT02390206;Ipsen;Centro Catarinense de Reabilitação;Florianópolis
NCT02390206;Ipsen;Centro de Reabilitação e Readaptação Dr. Henrique Santillo;Goiânia
NCT02390206;Ipsen;Clinica Neurológica e Neurocirúrgica de Joinville;Joinville
NCT02390206;Ipsen;Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto;Ribeirão Preto
NCT02390206;Ipsen;Hospital Universitário Clementino Fraga Filho (HUCFF);Rio de Janeiro
NCT02390206;Ipsen;Instituto de Reabilitação Lucy Montoro - FAMERP;São José do Rio Preto
NCT02390206;Ipsen;Irmandade da Santa Casa de Misericórida de São Paulo;São Paulo
NCT02390206;Ipsen;Hospital Alemão Oswaldo Cruz;São Paulo
NCT02390206;Ipsen;Hospital São Paulo - UNIFESP;São Paulo
NCT02390206;Ipsen;HCSP - Complexo Hospital das Clinicas Instituto de Medicina Fisica e Reabilitação;São Paulo
NCT00757458;University of Sao Paulo;Universidade de Sao Paulo Hospital das Clinicas;São Paulo
NCT00656721;Universidade Federal do Rio de Janeiro;Universidade Federal do Rio de Janeiro;Rio de Janeiro
NCT00656721;Universidade Federal do Rio de Janeiro;Hospital Universitário Clementino Fraga Filho;Rio de Janeiro
NCT03198806;Universidade Estadual Paulista Júlio de Mesquita Filho;Luiz Carlos Marques Vanderlei;Presidente Prudente
NCT06559306;Janssen Research & Development, LLC;L2IP Instituto de Pesquisas Clinicas;Brasília
NCT06559306;Janssen Research & Development, LLC;CAEP Centro Avancado De Estudos E Pesquisas;Campinas
NCT06559306;Janssen Research & Development, LLC;Sociedade Literaria e Caritativa Santo Agostinho Hospital Sao Jose;Criciúma
NCT06559306;Janssen Research & Development, LLC;Universidade Federal do Rio Grande do Norte Hospital Universitario Onofre Lopes;Natal
NCT06559306;Janssen Research & Development, LLC;Instituto Mederi de Pesquisa e Saude;Passo Fundo
NCT06559306;Janssen Research & Development, LLC;Hospital De Clinicas De Porto Alegre;Porto Alegre
NCT06559306;Janssen Research & Development, LLC;NPCRS Nucleo de Pesquisa Clinica do Rio Grande do Sul;Porto Alegre
NCT06559306;Janssen Research & Development, LLC;Uniao Brasileira de Educacao e Assistencia INSCER Instituto do Cerebro do Rio Grande do Sul;Porto Alegre
NCT06559306;Janssen Research & Development, LLC;Ruschel Medicina e Pesquisa Clínica Ltda;Rio de Janeiro
NCT06559306;Janssen Research & Development, LLC;Centro Integrado Facili;São Bernardo do Campo
NCT06559306;Janssen Research & Development, LLC;CPQuali Pesquisa Clinica LTDA ME;São Paulo
NCT06559306;Janssen Research & Development, LLC;BR Trials;São Paulo
NCT02961049;Federal University of Uberlandia;Federal University of Uberlandia;Uberlândia
NCT06970964;Federal University of São Paulo;Federal University of Sao Paulo;São Paulo
NCT06934798;University of Sao Paulo;Instituto do Coração HCFMUSP;São Paulo
NCT02372214;University of Sao Paulo General Hospital;Clinics Hospital of São Paulo University Medical School;São Paulo
NCT02236247;University of Sao Paulo;Heart Failure Unit, Heart Institute, University of Sao Paulo Medical School;São Paulo
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-446;Ijuí
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-443;Porto Alegre
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-450;Blumenau
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-442;Curitiba
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-449;Liberdade
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-444;Santo André
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-440;São José do Rio Preto
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-441;São Paulo
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-445;São Paulo
NCT04793958;Mirati Therapeutics Inc.;Local Institution - 010-447;São Paulo
NCT01129492;University of Sao Paulo General Hospital;University of Sao Paulo General Hospital;São Paulo
NCT03645538;Universidade Federal de Pernambuco;Applied Neuroscience Laboratory;Recife
NCT03645538;Universidade Federal de Pernambuco;Applied Neuroscience Laboratory;Recife
NCT03846518;Pontifícia Universidade Católica de Minas Gerais;Pontifícia Universidade Católica de Minas Gerais;Belo Horizonte
NCT00359879;AstraZeneca;Research Site;Campinas
NCT00359879;AstraZeneca;Research Site;Curitiba
NCT00359879;AstraZeneca;Research Site;Fortaleza
NCT00359879;AstraZeneca;Research Site;Goiânia
NCT00359879;AstraZeneca;Research Site;Porto Alegre
NCT00359879;AstraZeneca;Research Site;Rio de Janeiro
NCT00359879;AstraZeneca;Research Site;Salvador
NCT00359879;AstraZeneca;Research Site;São José do Rio Preto
NCT00359879;AstraZeneca;Research Site;São Paulo
NCT05418179;Universidade Federal de Santa Catarina;Polydoro Ernani de São Thiago University Hospital;Florianópolis
NCT05598203;Hospital de Clinicas de Porto Alegre;Hospital de Clinicas de Porto Alegre;Porto Alegre
NCT05598203;Hospital de Clinicas de Porto Alegre;Universidade Federal do Rio Grande do Sul;Porto Alegre
NCT02146027;University of Sao Paulo General Hospital;University of Sao Paulo - General Hospital;São Paulo
NCT00604747;University of Sao Paulo;Camila Torriani;São Paulo
NCT05776147;Latin American Cooperative Oncology Group;ICC - Instituto do Câncer do Ceará;Fortaleza
NCT05776147;Latin American Cooperative Oncology Group;Hospital Sírio-Libanês DF;Brasília
NCT05776147;Latin American Cooperative Oncology Group;Hospital Márcio Cunha da Fundação São Francisco Xavier (HMC-FSFX);Ipatinga
NCT05776147;Latin American Cooperative Oncology Group;Oncominas - Clínica de Oncologia no Sul de Minas;Pouso Alegre
NCT05776147;Latin American Cooperative Oncology Group;Real Hospital Português de Beneficência em Pernambuco;Recife
NCT05776147;Latin American Cooperative Oncology Group;Hospital das Clínicas da Faculdade de Medicina de Ribeirão Preto - USP;Ribeirão Preto
NCT05776147;Latin American Cooperative Oncology Group;Instituto COI - Clínicas Oncológicas Integradas (Instituto Américas RJ);Rio de Janeiro
NCT05776147;Latin American Cooperative Oncology Group;Hospital Sírio-Libanês SP;São Paulo
NCT05776147;Latin American Cooperative Oncology Group;HAOC - Hospital Alemão Oswaldo Cruz;São Paulo
NCT05776147;Latin American Cooperative Oncology Group;BP - A Beneficência Portuguesa de São Paulo;São Paulo
NCT05776147;Latin American Cooperative Oncology Group;A.C. Camargo Cancer Center;São Paulo
NCT00241449;AstraZeneca;Research Site;Belo Horizonte
NCT00241449;AstraZeneca;Research Site;Goiânia
NCT00241449;AstraZeneca;Research Site;São Paulo
NCT05011058;Viracta Therapeutics, Inc.;CEPEVILLE - Instituto Joinvilense de Hematologia e Oncologia;Joinville
NCT05011058;Viracta Therapeutics, Inc.;Ruschel Medicina e Pesquisa Clinica;Rio de Janeiro
NCT05011058;Viracta Therapeutics, Inc.;CEPHO - Centro de Estudos e Pesquisas de Hematologia e Oncologia;Santo André
NCT05011058;Viracta Therapeutics, Inc.;CIPE Centro Internacional de Pesquisa - AC Camargo Cancer Center;São Paulo
NCT05011058;Viracta Therapeutics, Inc.;HCFMUSP - Hospital das Clínicas da Faculdade de Medicina Universidade de São Paulo;São Paulo
NCT05182840;Boehringer Ingelheim;Hospital Universitário João de Barros Barreto;Belém
NCT05182840;Boehringer Ingelheim;Faculdade de Medicina de Botucatu - UNESP;Botucatu
NCT05182840;Boehringer Ingelheim;Fundação Pró Renal Brasil;Curitiba
NCT05182840;Boehringer Ingelheim;Universidade Federal do Rio Grande do Sul;Porto Alegre
NCT05182840;Boehringer Ingelheim;Ruschel Medicina e Pesquisa Clínica;Rio de Janeiro
NCT05182840;Boehringer Ingelheim;CEMEC - Centro Multidisciplinar de Estudos Clínicos;São Bernardo do Campo
NCT05182840;Boehringer Ingelheim;BR Trials;São Paulo
NCT05182840;Boehringer Ingelheim;Centro de Pesquisa Clinica - CPCLIN;São Paulo
NCT05182840;Boehringer Ingelheim;Hospital do RIM - UNIFESP;São Paulo
NCT01431989;GlaxoSmithKline;GSK Investigational Site;Goiânia
NCT01659268;University of Sao Paulo;College of Nursing at Ribeirao Preto - University of Sao Paulo;Ribeirão Preto
NCT06128590;University of Nove de Julho;Anna Carolina R.T. Horliana;São Paulo
NCT02761590;Universidade Federal de Sao Carlos;Federal University of São Carlos;São Carlos
NCT04575597;Merck Sharp & Dohme LLC;Chronos Pesquisa Clínica ( Site 0155);Brasília
NCT04575597;Merck Sharp & Dohme LLC;Santa Casa de Misericordia de Belo Horizonte ( Site 0150);Belo Horizonte
NCT04575597;Merck Sharp & Dohme LLC;Hospital de Clinicas da Universidade Federal do Parana ( Site 0154);Curitiba
NCT04575597;Merck Sharp & Dohme LLC;Hospital Tacchini ( Site 0157);Bento Gonçalves
NCT04575597;Merck Sharp & Dohme LLC;FUNFARME Hospital de Base Centro Integrado de Pesquisa ( Site 0151);São José do Rio Preto
NCT04575597;Merck Sharp & Dohme LLC;Instituto de Infectologia Emilio Ribas ( Site 0153);São Paulo
NCT04575597;Merck Sharp & Dohme LLC;Centro de Pesquisa Clinica II - ICHC - FMUSP ( Site 0152);São Paulo
NCT03433482;GlaxoSmithKline;GSK Investigational Site;Salvador
NCT03433482;GlaxoSmithKline;GSK Investigational Site;Natal
NCT03433482;GlaxoSmithKline;GSK Investigational Site;Rio de Janeiro
NCT03433482;GlaxoSmithKline;GSK Investigational Site;São Paulo
NCT03433482;GlaxoSmithKline;GSK Investigational Site;São Paulo
NCT06551324;Pfizer;Hospital São Carlos;Fortaleza
NCT06551324;Pfizer;Crio - Centro Regional Integrado de Oncologia;Fortaleza
NCT06551324;Pfizer;Hospital São Lucas da PUCRS;Porto Alegre
NCT06551324;Pfizer;CEPHO - Centro de Estudos e Pesquisas de Hematologia e Oncologia;Santo André
NCT06551324;Pfizer;Hospital de Base de São José do Rio Preto;São José do Rio Preto
NCT06551324;Pfizer;Fundação Faculdade Regional de Medicina de São José do Rio Preto;São José do Rio Preto
NCT06551324;Pfizer;Hospital Alemao Oswaldo Cruz;São Paulo
NCT06551324;Pfizer;Instituto do Cancer Arnaldo Vieira de Carvalho;São Paulo
NCT06551324;Pfizer;IBCC - Núcleo de Pesquisa e Ensino;São Paulo
NCT02573324;AbbVie;Liga Norte Riograndense Contra o Câncer /ID# 143878;Natal
NCT02573324;AbbVie;Hospital Sao Lucas da PUCRS /ID# 143879;Porto Alegre
NCT02573324;AbbVie;Fundacao Pio XII - Hospital de Cancer de Barretos /ID# 143876;Barretos
NCT02573324;AbbVie;Instituto do Câncer do Estado de São Paulo - ICESP /ID# 144031;São Paulo
NCT02573324;AbbVie;Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA) /ID# 143877;Rio de Janeiro
NCT06131424;AstraZeneca;Research Site;São Paulo
NCT04583280;Janssen Research & Development, LLC;Santa Casa de Misericordia de Belo Horizonte;Belo Horizonte
NCT04583280;Janssen Research & Development, LLC;Fundacao para o Desenvolvimento Medico Hospitalar (UNESP Botucatu);Botucatu
NCT04583280;Janssen Research & Development, LLC;Sociedade Campineira de Educacao e Instrucao Hospital e Maternidade Celso Pierro;Campinas
NCT04583280;Janssen Research & Development, LLC;Nucleo de Pesquisa do Hospital Pequeno Princípe;Curitiba
NCT04583280;Janssen Research & Development, LLC;Secretaria da Saude do Estado do Ceara - Hospital Doutor Carlos Alberto Studart Gomes;Fortaleza
NCT04583280;Janssen Research & Development, LLC;Associacao Hospitalar Moinhos de Vento;Porto Alegre
NCT04583280;Janssen Research & Development, LLC;Hospital Das Clinicas Da Faculdade De Medicina De RPUSP HCRP;Ribeirão Preto
NCT04583280;Janssen Research & Development, LLC;Fundacao Jose Luiz Egydio Setubal;São Paulo
NCT04583280;Janssen Research & Development, LLC;Santa Casa de Misericórdia de Votuporanga;Votuporanga
NCT06629779;Pfizer;Oncocentro Servico Medicos e Hospitalares Ltda;Fortaleza
NCT06629779;Pfizer;Hospital São Carlos;Fortaleza
NCT06629779;Pfizer;Oncocentro Oncologia;Fortaleza
NCT06629779;Pfizer;Crio - Centro Regional Integrado de Oncologia;Fortaleza
NCT06629779;Pfizer;Instituto D'Or de Pesquisa e Ensino (IDOR) - Filial Salvador;Salvador
NCT06629779;Pfizer;Liga Norte Riograndense Contra o Câncer;Natal
NCT06629779;Pfizer;Hospital São Lucas da PUCRS;Porto Alegre
